,L,b1,b2,alpha_l,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,l_sec,t_p,t_w,h_w,h_F,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,fcc,fsy,fsu,esu,d_p_1_o,d_p_1_i,s_p_1_o,s_p_1_i,d_p_2_o,d_p_2_i,s_p_2_o,s_p_2_i,d_p_3_o,d_p_3_i,s_p_3_o,s_p_3_i,d_p_4_o,d_p_4_i,s_p_4_o,s_p_4_i,d_p_5_o,d_p_5_i,s_p_5_o,s_p_5_i,d_p_6_o,d_p_6_i,s_p_6_o,s_p_6_i,d_p_7_o,d_p_7_i,s_p_7_o,s_p_7_i,d_p_8_o,d_p_8_i,s_p_8_o,s_p_8_i,d_p_9_o,d_p_9_i,s_p_9_o,s_p_9_i,d_w1_1_o,d_w1_1_i,s_w1_1_o,s_w1_1_i,d_w1_2_o,d_w1_2_i,s_w1_2_o,s_w1_2_i,d_w1_3_o,d_w1_3_i,s_w1_3_o,s_w1_3_i,d_w1_4_o,d_w1_4_i,s_w1_4_o,s_w1_4_i,d_w1_5_o,d_w1_5_i,s_w1_5_o,s_w1_5_i,d_w1_6_o,d_w1_6_i,s_w1_6_o,s_w1_6_i,d_w1_7_o,d_w1_7_i,s_w1_7_o,s_w1_7_i,d_w1_8_o,d_w1_8_i,s_w1_8_o,s_w1_8_i,d_w1_9_o,d_w1_9_i,s_w1_9_o,s_w1_9_i,d_w2_1_o,d_w2_1_i,s_w2_1_o,s_w2_1_i,d_w2_2_o,d_w2_2_i,s_w2_2_o,s_w2_2_i,d_w2_3_o,d_w2_3_i,s_w2_3_o,s_w2_3_i,d_w2_4_o,d_w2_4_i,s_w2_4_o,s_w2_4_i,d_w2_5_o,d_w2_5_i,s_w2_5_o,s_w2_5_i,d_w2_6_o,d_w2_6_i,s_w2_6_o,s_w2_6_i,d_w2_7_o,d_w2_7_i,s_w2_7_o,s_w2_7_i,d_w2_8_o,d_w2_8_i,s_w2_8_o,s_w2_8_i,d_w2_9_o,d_w2_9_i,s_w2_9_o,s_w2_9_i,withMPCs,offsetmodeling,mesh_size_factor,ecu
1626,7271,10913,24526,64,0.175497822587462,0.26048574026865656,0.41212265763352757,0.23022627812633217,0.10788058220987536,1167,1358,3329,548,0.0903388575375183,0.1559249511858613,0,0,False,False,0,0,80,600.0009596226673,850.000443353629,0.8000028480872133,12,16,150,100,12,16,150,100,12,16,150,100,12,16,150,100,12,16,150,100,12,16,150,100,12,16,150,100,12,16,150,100,12,16,150,100,20,30,150,150,20,30,150,150,20,30,150,150,20,30,150,150,20,30,150,150,20,30,150,150,20,30,150,150,20,30,150,150,20,30,150,150,22,30,75,250,22,30,75,250,22,30,75,250,22,30,75,250,22,30,75,250,22,30,75,250,22,30,75,250,22,30,75,250,22,30,75,250,True,True,100,-0.002515576591108743
1627,11034,27635,17337,68,0.1899722336595735,0.08159325120543334,0.11560267416734954,0.2832758933268787,0.10417220240315578,748,310,2758,1119,0.44815469506488786,0.3794006075363288,0,0,False,False,0,0,50,600.0006144990568,850.0001161090539,0.8000000587414384,30,16,100,150,30,16,100,150,30,16,100,150,30,16,100,150,30,16,100,150,30,16,100,150,30,16,100,150,30,16,100,150,30,16,100,150,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,20,16,200,200,12,26,250,150,12,26,250,150,12,26,250,150,12,26,250,150,12,26,250,150,12,26,250,150,12,26,250,150,12,26,250,150,12,26,250,150,True,True,100,-0.002
1628,6602,21593,30358,105,0.410244971636189,0.2979262831334642,0.3230646657113602,0.4310460617403594,0.22787066385278812,1329,737,2859,187,0.2829064652831424,0.08414801480799013,0,0,False,False,0,0,60,600.000297150423,850.0001341660538,0.8000097646886268,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,12,20,100,100,20,26,200,100,20,26,200,100,20,26,200,100,20,26,200,100,20,26,200,100,20,26,200,100,20,26,200,100,20,26,200,100,20,26,200,100,30,22,200,100,30,22,200,100,30,22,200,100,30,22,200,100,30,22,200,100,30,22,200,100,30,22,200,100,30,22,200,100,30,22,200,100,True,True,100,-0.0022880175327183224
1629,7418,12848,28337,104,0.43111718403436167,0.06635249090896173,0.17867226421045274,0.24986565217128776,0.12007428225863506,1008,991,2802,702,0.29367029320741733,0.36007032189954663,0,0,False,False,0,0,50,600.0001956901266,850.000442174178,0.800001952571222,10,14,75,100,10,14,75,100,10,14,75,100,10,14,75,100,10,14,75,100,10,14,75,100,10,14,75,100,10,14,75,100,10,14,75,100,30,18,250,150,30,18,250,150,30,18,250,150,30,18,250,150,30,18,250,150,30,18,250,150,30,18,250,150,30,18,250,150,30,18,250,150,26,30,250,100,26,30,250,100,26,30,250,100,26,30,250,100,26,30,250,100,26,30,250,100,26,30,250,100,26,30,250,100,26,30,250,100,True,True,100,-0.002
1630,8170,12142,17660,104,0.09980079665857207,0.08950988455085689,0.07675894442642486,0.12297931879568358,0.22506849606333687,195,811,4515,517,0.270719602385923,0.2999173620046114,0,0,False,False,0,0,50,600.0001776194279,850.000127892849,0.8000094065144534,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,14,12,200,150,18,16,250,100,18,16,250,100,18,16,250,100,18,16,250,100,18,16,250,100,18,16,250,100,18,16,250,100,18,16,250,100,18,16,250,100,12,16,200,150,12,16,200,150,12,16,200,150,12,16,200,150,12,16,200,150,12,16,200,150,12,16,200,150,12,16,200,150,12,16,200,150,True,True,100,-0.002
1631,9184,18665,10596,63,0.35675083497760823,0.4210235465674432,0.35467882455308036,0.061491626370463265,0.3345253159452761,786,677,4289,671,0.3421728849065618,0.3507390007363613,0,0,False,False,0,0,45,600.0004627114288,850.0000738406924,0.8000053104153924,14,14,150,100,14,14,150,100,14,14,150,100,14,14,150,100,14,14,150,100,14,14,150,100,14,14,150,100,14,14,150,100,14,14,150,100,26,26,200,250,26,26,200,250,26,26,200,250,26,26,200,250,26,26,200,250,26,26,200,250,26,26,200,250,26,26,200,250,26,26,200,250,20,16,75,250,20,16,75,250,20,16,75,250,20,16,75,250,20,16,75,250,20,16,75,250,20,16,75,250,20,16,75,250,20,16,75,250,True,True,100,-0.002
1632,5861,30929,30765,74,0.33500525359895683,0.32644984109052805,0.2726527380507294,0.2199758408536276,0.2386419921553912,1019,1457,2881,1445,0.26054917232497404,0.16273349641842444,0,0,False,False,0,0,80,600.0001319005011,850.000515298729,0.8000047608112179,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,18,26,100,250,18,26,100,250,18,26,100,250,18,26,100,250,18,26,100,250,18,26,100,250,18,26,100,250,18,26,100,250,18,26,100,250,True,True,100,-0.002515576591108743
1633,8920,17816,11133,66,0.1693278359698971,0.2459481887212135,0.05357961999245552,0.23851041507868398,0.2871109871401457,425,275,4672,1190,0.14328757813178872,0.16899598552433961,0,0,False,False,0,0,70,600.0008485733129,850.0007136754953,0.8000073706953654,30,22,75,200,30,22,75,200,30,22,75,200,30,22,75,200,30,22,75,200,30,22,75,200,30,22,75,200,30,22,75,200,30,22,75,200,12,20,200,250,12,20,200,250,12,20,200,250,12,20,200,250,12,20,200,250,12,20,200,250,12,20,200,250,12,20,200,250,12,20,200,250,16,14,150,200,16,14,150,200,16,14,150,200,16,14,150,200,16,14,150,200,16,14,150,200,16,14,150,200,16,14,150,200,16,14,150,200,True,True,100,-0.0024158769243143416
1634,9117,34944,23217,112,0.1855466803327233,0.39484455857156814,0.3793411919616586,0.4035931402858527,0.22548117158204883,932,731,4402,293,0.14193095079192647,0.21039964879251954,0,0,False,False,0,0,45,600.0002142255601,850.0001353619804,0.8000090450647983,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,18,200,200,20,30,200,200,20,30,200,200,20,30,200,200,20,30,200,200,20,30,200,200,20,30,200,200,20,30,200,200,20,30,200,200,20,30,200,200,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,True,True,100,-0.002
1635,8426,33968,29872,108,0.07488484838359603,0.25867951858517724,0.08523306848180962,0.2552239355216731,0.44812386475728705,451,611,3649,558,0.26977879571140856,0.34572381544387704,0,0,False,False,0,0,80,600.0007180102593,850.0003253407848,0.8000069641295933,16,30,200,100,16,30,200,100,16,30,200,100,16,30,200,100,16,30,200,100,16,30,200,100,16,30,200,100,16,30,200,100,16,30,200,100,14,14,100,150,14,14,100,150,14,14,100,150,14,14,100,150,14,14,100,150,14,14,100,150,14,14,100,150,14,14,100,150,14,14,100,150,22,16,150,200,22,16,150,200,22,16,150,200,22,16,150,200,22,16,150,200,22,16,150,200,22,16,150,200,22,16,150,200,22,16,150,200,True,True,100,-0.002515576591108743
1636,13083,18270,24058,95,0.3935663620601206,0.20947496888452383,0.18179526569929388,0.4078690670186446,0.2960352888856599,1010,1177,2986,415,0.22029805058787494,0.17202221132576762,0,0,False,False,0,0,70,600.0002657432512,850.0009685658449,0.8000065870901574,22,12,250,100,22,12,250,100,22,12,250,100,22,12,250,100,22,12,250,100,22,12,250,100,22,12,250,100,22,12,250,100,22,12,250,100,16,16,250,100,16,16,250,100,16,16,250,100,16,16,250,100,16,16,250,100,16,16,250,100,16,16,250,100,16,16,250,100,16,16,250,100,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,14,20,75,150,True,True,100,-0.0024158769243143416
1637,6290,32352,17004,117,0.18341025588334603,0.26402108533894436,0.2951794294059305,0.3705595215084268,0.4170580777166353,854,1401,3700,360,0.09962390073572437,0.13180079356977176,0,0,False,False,0,0,50,600.0008037235557,850.0001503917879,0.8000051780373674,22,22,200,250,22,22,200,250,22,22,200,250,22,22,200,250,22,22,200,250,22,22,200,250,22,22,200,250,22,22,200,250,22,22,200,250,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,26,26,150,150,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,16,20,150,100,True,True,100,-0.002
1638,9169,23853,19849,86,0.343166095236215,0.14988283949477768,0.41861034847642536,0.19353999724883747,0.286189651726116,1188,1360,2731,383,0.2984276533038415,0.11979958971418164,0,0,False,False,0,0,80,600.0005424788822,850.0008131138588,0.8000081580830349,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,14,10,200,100,18,12,200,75,18,12,200,75,18,12,200,75,18,12,200,75,18,12,200,75,18,12,200,75,18,12,200,75,18,12,200,75,18,12,200,75,10,16,150,100,10,16,150,100,10,16,150,100,10,16,150,100,10,16,150,100,10,16,150,100,10,16,150,100,10,16,150,100,10,16,150,100,True,True,100,-0.002515576591108743
1639,10814,31503,27601,84,0.10449453307503255,0.21416086069721513,0.13313873562324402,0.3845374120011048,0.21160191680933033,1118,1191,4283,1045,0.37826561021610206,0.3113332233066026,0,0,False,False,0,0,50,600.0003378601725,850.0003358743143,0.8000058801690424,18,22,75,100,18,22,75,100,18,22,75,100,18,22,75,100,18,22,75,100,18,22,75,100,18,22,75,100,18,22,75,100,18,22,75,100,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,22,20,150,250,16,30,150,150,16,30,150,150,16,30,150,150,16,30,150,150,16,30,150,150,16,30,150,150,16,30,150,150,16,30,150,150,16,30,150,150,True,True,100,-0.002
1640,11483,32403,8136,94,0.19489611233703902,0.09781316075247148,0.3160771408685691,0.28058911298407885,0.3147384354802536,614,246,3747,1403,0.3498512503804461,0.22249468679247303,0,0,False,False,0,0,45,600.0006327317351,850.0005108715801,0.800009999891158,12,12,100,250,12,12,100,250,12,12,100,250,12,12,100,250,12,12,100,250,12,12,100,250,12,12,100,250,12,12,100,250,12,12,100,250,14,14,100,100,14,14,100,100,14,14,100,100,14,14,100,100,14,14,100,100,14,14,100,100,14,14,100,100,14,14,100,100,14,14,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,14,10,100,100,True,True,100,-0.002
1641,14626,25162,32361,95,0.2606783342597189,0.16104307033943321,0.15461069807299688,0.13832654548674778,0.40175600478790274,511,119,2760,766,0.16073317366231493,0.12782990049457146,0,0,False,False,0,0,60,600.0009901111816,850.0003309929232,0.8000061657666365,16,26,250,100,16,26,250,100,16,26,250,100,16,26,250,100,16,26,250,100,16,26,250,100,16,26,250,100,16,26,250,100,16,26,250,100,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,16,18,150,200,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,22,18,100,150,True,True,100,-0.0022880175327183224
1642,12059,27045,11469,105,0.31108524989886316,0.15612490551188518,0.3710631549195638,0.17568478056260467,0.1915411223634716,899,781,2094,365,0.32845219143703364,0.2913196883906443,0,0,False,False,0,0,90,600.0002840026043,850.0009663569525,0.8000014525053107,26,14,75,100,26,14,75,100,26,14,75,100,26,14,75,100,26,14,75,100,26,14,75,100,26,14,75,100,26,14,75,100,26,14,75,100,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,22,18,200,200,True,True,100,-0.0026004968327615766
1643,15032,27255,30840,101,0.3507166075709281,0.37639828907465317,0.3006435906351179,0.11799474315141711,0.19368404552062612,685,1448,2589,273,0.43524341880295925,0.05032031310985396,0,0,False,False,0,0,70,600.0007775731707,850.0001178506718,0.8000048596490255,10,20,250,100,10,20,250,100,10,20,250,100,10,20,250,100,10,20,250,100,10,20,250,100,10,20,250,100,10,20,250,100,10,20,250,100,20,30,100,150,20,30,100,150,20,30,100,150,20,30,100,150,20,30,100,150,20,30,100,150,20,30,100,150,20,30,100,150,20,30,100,150,18,12,75,150,18,12,75,150,18,12,75,150,18,12,75,150,18,12,75,150,18,12,75,150,18,12,75,150,18,12,75,150,18,12,75,150,True,True,100,-0.0024158769243143416
1644,3946,17161,24976,89,0.4288325033059133,0.1441269966160765,0.3610776216559399,0.36137783510637805,0.4142168384319782,1462,1483,2238,602,0.3770882536095472,0.4393830685033607,0,0,False,False,0,0,40,600.0009717779835,850.0000768665819,0.8000007872425626,12,18,150,150,12,18,150,150,12,18,150,150,12,18,150,150,12,18,150,150,12,18,150,150,12,18,150,150,12,18,150,150,12,18,150,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,26,20,200,150,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,14,14,200,200,True,True,100,-0.002
1645,14505,29019,18254,106,0.16829913955158876,0.439977917814256,0.36572377817224744,0.16092557700870436,0.20349177985798123,777,113,2825,1311,0.2086007826047433,0.16443590364954208,0,0,False,False,0,0,80,600.0008348328544,850.000311010669,0.8000013671836173,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,26,18,200,200,14,20,100,250,14,20,100,250,14,20,100,250,14,20,100,250,14,20,100,250,14,20,100,250,14,20,100,250,14,20,100,250,14,20,100,250,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,20,22,200,200,True,True,100,-0.002515576591108743
1646,15888,23801,23274,75,0.28828559862260705,0.20082852496184023,0.054003088936462475,0.34777613574751204,0.10853718380541014,298,577,3476,1042,0.4020601964702909,0.21268371084041476,0,0,False,False,0,0,55,600.0009589718883,850.0005787000597,0.800000024952973,22,26,200,75,22,26,200,75,22,26,200,75,22,26,200,75,22,26,200,75,22,26,200,75,22,26,200,75,22,26,200,75,22,26,200,75,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,16,30,150,200,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,26,22,150,150,True,True,100,-0.0021994679057750484
1647,13559,34322,29077,108,0.07589897209832636,0.16442670550163208,0.08757500891934067,0.2292517660600904,0.35246539212102557,628,816,3561,252,0.30096525006212016,0.10737332896350474,0,0,False,False,0,0,45,600.0000499142683,850.0005184208856,0.8000082599962168,10,22,100,75,10,22,100,75,10,22,100,75,10,22,100,75,10,22,100,75,10,22,100,75,10,22,100,75,10,22,100,75,10,22,100,75,26,14,250,200,26,14,250,200,26,14,250,200,26,14,250,200,26,14,250,200,26,14,250,200,26,14,250,200,26,14,250,200,26,14,250,200,18,22,250,100,18,22,250,100,18,22,250,100,18,22,250,100,18,22,250,100,18,22,250,100,18,22,250,100,18,22,250,100,18,22,250,100,True,True,100,-0.002
1648,9441,21473,25442,85,0.43995214232418495,0.23818655244994108,0.12394340382898014,0.1366580848936063,0.27782927098536325,1403,441,4582,1095,0.4157789407316573,0.2652737383700825,0,0,False,False,0,0,60,600.0005842228402,850.0006270171195,0.800000916394243,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,12,14,200,150,20,22,200,100,20,22,200,100,20,22,200,100,20,22,200,100,20,22,200,100,20,22,200,100,20,22,200,100,20,22,200,100,20,22,200,100,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,22,16,200,150,True,True,100,-0.0022880175327183224
1649,8363,34482,12778,71,0.3843754216085979,0.18011763236081257,0.055628540728071614,0.10050996742376407,0.283128549471849,123,1437,2583,543,0.2616610809488046,0.2201663382069144,0,0,False,False,0,0,50,600.0003218685938,850.0000142480898,0.800002702410041,18,22,100,200,18,22,100,200,18,22,100,200,18,22,100,200,18,22,100,200,18,22,100,200,18,22,100,200,18,22,100,200,18,22,100,200,14,14,100,200,14,14,100,200,14,14,100,200,14,14,100,200,14,14,100,200,14,14,100,200,14,14,100,200,14,14,100,200,14,14,100,200,22,18,200,100,22,18,200,100,22,18,200,100,22,18,200,100,22,18,200,100,22,18,200,100,22,18,200,100,22,18,200,100,22,18,200,100,True,True,100,-0.002
1650,5038,25059,20700,68,0.3256518999918408,0.29598216911738257,0.12593290026407966,0.1842545581931821,0.3358670214630323,1378,1315,2295,562,0.44211292438633454,0.3469490676203274,0,0,False,False,0,0,45,600.0001015327479,850.0006747228846,0.8000072023441392,18,26,200,200,18,26,200,200,18,26,200,200,18,26,200,200,18,26,200,200,18,26,200,200,18,26,200,200,18,26,200,200,18,26,200,200,12,26,200,100,12,26,200,100,12,26,200,100,12,26,200,100,12,26,200,100,12,26,200,100,12,26,200,100,12,26,200,100,12,26,200,100,12,12,150,100,12,12,150,100,12,12,150,100,12,12,150,100,12,12,150,100,12,12,150,100,12,12,150,100,12,12,150,100,12,12,150,100,True,True,100,-0.002
1651,4722,11444,28728,86,0.1815540512420198,0.18429465187163474,0.4353029195032271,0.27173140712473204,0.39131096415579136,914,946,4106,1248,0.23668197168711924,0.3708179066528949,0,0,False,False,0,0,55,600.0008576447008,850.0007385244724,0.8000063702701247,14,12,75,75,14,12,75,75,14,12,75,75,14,12,75,75,14,12,75,75,14,12,75,75,14,12,75,75,14,12,75,75,14,12,75,75,22,26,200,200,22,26,200,200,22,26,200,200,22,26,200,200,22,26,200,200,22,26,200,200,22,26,200,200,22,26,200,200,22,26,200,200,18,10,100,200,18,10,100,200,18,10,100,200,18,10,100,200,18,10,100,200,18,10,100,200,18,10,100,200,18,10,100,200,18,10,100,200,True,True,100,-0.0021994679057750484
1652,7144,27712,31694,97,0.0740988963324987,0.4108365215565154,0.16281871519635494,0.10899145226407804,0.10205675213704123,164,434,2189,1160,0.3585888893515219,0.2760314718691591,0,0,False,False,0,0,70,600.0005485196964,850.0000494752584,0.8000046551113451,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,14,26,200,200,14,26,200,200,14,26,200,200,14,26,200,200,14,26,200,200,14,26,200,200,14,26,200,200,14,26,200,200,14,26,200,200,18,12,250,100,18,12,250,100,18,12,250,100,18,12,250,100,18,12,250,100,18,12,250,100,18,12,250,100,18,12,250,100,18,12,250,100,True,True,100,-0.0024158769243143416
1653,15186,30737,8560,86,0.2034793119281622,0.23560896860193842,0.21838361683421914,0.17092823206360722,0.4045512680279646,1310,821,2572,921,0.1522266661560131,0.18047670002956784,0,0,False,False,0,0,80,600.0004131130546,850.0006469124314,0.8000087495990249,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,18,16,150,200,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,26,26,200,150,12,18,100,100,12,18,100,100,12,18,100,100,12,18,100,100,12,18,100,100,12,18,100,100,12,18,100,100,12,18,100,100,12,18,100,100,True,True,100,-0.002515576591108743
1654,13676,19954,32695,69,0.055857712341388775,0.3918665524653266,0.3297276180827475,0.32838388277837033,0.18617370240031067,660,966,3069,202,0.11498650200202333,0.1279097886731405,0,0,False,False,0,0,50,600.0002699521451,850.0000306147118,0.8000028654646454,18,18,150,200,18,18,150,200,18,18,150,200,18,18,150,200,18,18,150,200,18,18,150,200,18,18,150,200,18,18,150,200,18,18,150,200,14,22,150,75,14,22,150,75,14,22,150,75,14,22,150,75,14,22,150,75,14,22,150,75,14,22,150,75,14,22,150,75,14,22,150,75,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,18,14,150,100,True,True,100,-0.002
1655,12846,11776,10708,87,0.06447829911488379,0.4113158056368021,0.15207255664696556,0.2375886995424068,0.24827469110007291,655,1253,3384,1296,0.24101864089119918,0.30952533873127475,0,0,False,False,0,0,70,600.0005844360736,850.0004499153331,0.80000992450401,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,22,22,75,100,10,22,100,100,10,22,100,100,10,22,100,100,10,22,100,100,10,22,100,100,10,22,100,100,10,22,100,100,10,22,100,100,10,22,100,100,18,12,100,100,18,12,100,100,18,12,100,100,18,12,100,100,18,12,100,100,18,12,100,100,18,12,100,100,18,12,100,100,18,12,100,100,True,True,100,-0.0024158769243143416
1656,13031,17292,18620,105,0.35099611938930136,0.13120869764540494,0.0910603959736954,0.0593211092273014,0.42578541893818334,1138,178,4230,1287,0.19246396976587626,0.3411566054672013,0,0,False,False,0,0,55,600.0006662836968,850.0001828900606,0.8000067814858116,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,12,22,200,250,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,22,18,100,100,14,16,100,200,14,16,100,200,14,16,100,200,14,16,100,200,14,16,100,200,14,16,100,200,14,16,100,200,14,16,100,200,14,16,100,200,True,True,100,-0.0021994679057750484
1657,14162,23416,12745,64,0.2061268869745579,0.40350995455368655,0.38397329486464504,0.09406395927336329,0.25054522476286867,1496,139,4905,1146,0.09466251957435287,0.38301280611884014,0,0,False,False,0,0,60,600.0000400339333,850.0004996887429,0.8000035902165751,10,20,150,75,10,20,150,75,10,20,150,75,10,20,150,75,10,20,150,75,10,20,150,75,10,20,150,75,10,20,150,75,10,20,150,75,22,22,100,75,22,22,100,75,22,22,100,75,22,22,100,75,22,22,100,75,22,22,100,75,22,22,100,75,22,22,100,75,22,22,100,75,26,14,100,200,26,14,100,200,26,14,100,200,26,14,100,200,26,14,100,200,26,14,100,200,26,14,100,200,26,14,100,200,26,14,100,200,True,True,100,-0.0022880175327183224
